Gender,Age_range,Status,Top3_smartphone_activities,Frequent_apps,Daily_usage_duration,Smartphone_importance,Current_brand,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Monthly_income,Occupation
Female,33-40,Working,"Communication, Take photos, Social media",TikTok,0-1 hours,Not important,Xiaomi,Performance,4,Concerns about after-sales service,25001-35000,Investor
LGBTQ+,46-55,Student,"Watch movies/listen to music, Play games, Social media","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok",>5 hours,Essential,Xiaomi,Design,3,Uncertainty about warranty,15001-20000,Manager
Male,56+,Married,"/, Email, Finance",VSCO,3-5 hours,Somewhat important,Redmi,Simplicity,5,Blurry camera,Less than 15000,Retired
Male,26-32,Working,"Watch movies/listen to music, Play games, Social media",CapCut,0-1 hours,Not important,Oppo,Performance,2,Unable to inspect product,100001-150000,Logistics staff
Male,36-45,Married,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",0-1 hours,Essential,Samsung,Reliability,2,Uncertainty about after-sales service,Less than 15000,Housewife
LGBTQ+,26-32,Single,"Watch movies/listen to music, Play games, Communication/meetings","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",3-5 hours,Somewhat important,Oppo,Value for money,5,Difficult return process,50001-100000,Freelancer
LGBTQ+,26-35,Married,"Art photography, Video editing, Upload stories","Facebook, YouTube, Facebook Messenger",3-5 hours,Somewhat important,Other,Value for money,1,Device overheats,15001-20000,Student
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Female,33-40,Working,"Take photos/videos, Communication/meetings, Social media","Facebook, Facebook Messenger, Spotify, TikTok",0-1 hours,Not important,Huawei,Durability,5,Dead pixels on screen,Less than 15000,Employee
Female,18-25,Working,"Play games, Take photos/videos, Social media","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",1-3 hours,Not necessary,Other,Product features,5,No problems,Less than 15000,Business owner
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
LGBTQ+,36-45,Student,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",0-1 hours,Not necessary,Realme,Value for money,2,Concerns about safety,Less than 15000,Office worker
Female,26-32,Married,"Play games, Streaming, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",1-3 hours,Not necessary,Realme,Brand,3,Delivery delays,Less than 15000,Logistics staff
LGBTQ+,60+,Single,"Play games, Take photos, Watch movies",Discord,5-6 hours,Not necessary,Realme 7 5G,Durability,2,Blurry camera,Less than 15000,Freelancer
Male,26-32,Married,"Watch movies/listen to music, Play games, Take photos","Instagram, TikTok",3-5 hours,Not necessary,Xiaomi,Camera,1,Complex payment process,25001-35000,Investor
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
Male,26-32,Married,"Streaming, Take photos/videos, Edit video",SET,1-3 hours,Highly essential,Calculator,Features,1,Unable to inspect product,15001-20000,Artist
Male,46-55,Student,"Play games, Take photos/videos, Social media",Gmail,1-3 hours,Not necessary,Xiaomi,Value for money,1,Payment issues,15001-20000,Business owner
Female,36-45,Married,"Online shopping, Track delivery, Customer chat","Facebook, YouTube, Facebook Messenger, Spotify",3-5 hours,Not necessary,Huawei,Stability,4,Uncertainty about warranty,20001-30000,Student
Female,60+,Single,"Track delivery, Customer chat, Email","Instagram, Facebook, TikTok",0-1 hours,Highly essential,Samsung,Stability,4,Payment security concerns,Less than 15000,Content creator
LGBTQ+,60+,Single,"Product photography, Edit reviews, Online marketplace",Shopee,0-1 hours,Highly essential,Huawei,Features,5,Product is too expensive,Less than 15000,Factory worker
Female,36-45,Single,"Social media, Take photos/videos, Watch movies/Listen to music",Telegram,3-5 hours,Somewhat important,Huawei,Ecosystem,4,Unable to inspect product,Less than 15000,Artist
LGBTQ+,18-25,Student,"Watch movies/listen to music, Take photos/videos",Shopee,3-5 hours,Somewhat important,Redmi,Price,1,Product is too expensive,Less than 15000,Private company employee
Female,60+,Married,"TikTok, Livestream, Search information","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Not important,Realme,Product reviews,5,Delivery delays,20001-30000,Housewife
LGBTQ+,18-25,Student,"Watch movies/listen to music, Take photos/videos",Shopee,3-5 hours,Somewhat important,Redmi,Price,1,Product is too expensive,Less than 15000,Private company employee
Female,26-32,Married,"Online meetings, Schedule management, Email","Instagram, Facebook, YouTube, Facebook Messenger",>5 hours,Somewhat important,Other,Brand,1,Difficult return process,Less than 15000,Logistics staff
Female,60+,Working,"TikTok, Livestream, Search information","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok",0-1 hours,Not important,Realme 7 5G,Battery,3,Blurry camera,Less than 15000,Investor
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,18-25,Student,"Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger",1-3 hours,Highly essential,Samsung,Camera,4,Dead pixels on screen,30001-50000,Logistics staff
LGBTQ+,56+,Student,"Watch movies/listen to music, Play games","Facebook, Facebook Messenger, Spotify, TikTok",5-6 hours,Not necessary,Huawei,Design,2,Difficult to compare prices,Less than 15000,Content creator
Male,33-40,Married,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",5-6 hours,Not important,Infinix,Battery,3,Insufficient storage,Less than 15000,Employee
Male,36-45,Student,"Watch movies/listen to music, Play games, Communication/meetings","Instagram, Facebook, YouTube, Facebook Messenger, TikTok",>5 hours,Not important,Realme,Value for money,2,Concerns about warranty,Less than 15000,Business owner
LGBTQ+,56+,Working,"Watch movies/listen to music, Communication/meetings, Social media","Facebook, Facebook Messenger, Spotify",3-5 hours,Highly essential,Infinix,Value for money,5,Product is too expensive,Less than 15000,Logistics staff
Male,46-55,Student,"Watch movies/listen to music, Social media","Instagram, YouTube, TikTok",>5 hours,Highly essential,Infinix,Features,2,Concerns about safety,Less than 15000,Freelancer
Female,60+,Working,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",3-5 hours,Somewhat important,Other,Battery,3,Payment issues,Less than 15000,Office worker
LGBTQ+,26-35,Working,"Play games, Take photos/videos, Social media","Instagram, YouTube, Spotify, Telegram",1-3 hours,Highly essential,Oppo,Camera,3,Payment issues,50001-100000,Business owner
Female,26-35,Married,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok",>5 hours,Somewhat important,Other,Design,3,Complex payment process,15001-20000,Employee
Male,60+,Student,"Read news, Check stocks, Finance","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",0-1 hours,Not necessary,Vivo,Durability,3,Difficult return process,Less than 15000,Office worker
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Male,33-40,Married,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",0-1 hours,Somewhat important,Vivo,Price,4,Concerns about warranty,20001-30000,Civil servant
Male,26-35,Student,"Watch movies/listen to music, Take photos/videos","Instagram, Facebook Messenger, TikTok",5-6 hours,Not necessary,Apple,Price,4,Concerns about payment security,Less than 15000,Factory worker
Female,46-55,Single,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Telegram",1-3 hours,Essential,Infinix,Price,2,Issues with delivery,Less than 15000,Delivery staff
Female,26-32,Married,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, Facebook Messenger, TikTok, LINE",>5 hours,Not necessary,Realme,Sensor quality,1,Payment issues,15001-20000,Content creator
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Female,33-40,Single,"/, Email, Finance","Facebook, Facebook Messenger, Line",>5 hours,Essential,Xiaomi,Product features,1,Uncertainty about after-sales service,15001-20000,Content creator
Male,33-40,Married,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",5-6 hours,Not important,Infinix,Battery,3,Insufficient storage,Less than 15000,Employee
Male,26-35,Single,"Play games, Streaming, Take photos/videos",YouTube,3-5 hours,Highly essential,Vivo,Features,4,Unable to inspect product,20001-30000,Office worker
LGBTQ+,33-40,Single,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Redmi,Battery,4,Dead pixels on screen,Less than 15000,Delivery staff
Female,18-25,Single,"Watch movies/listen to music, Social media",LINE,0-1 hours,Not necessary,Realme 7 5G,Product features,3,Uncertainty about after-sales service,Less than 15000,Investor
Female,56+,Single,"Watch movies/listen to music, Social media",LINE,>5 hours,Essential,Vivo,Brand,5,Device overheats,Less than 15000,Housewife
Male,26-32,Single,"Art photography, Video editing, Upload stories","Instagram, TikTok",5-6 hours,Somewhat important,Samsung,Battery,1,Issues with delivery,Less than 15000,Factory worker
LGBTQ+,26-35,Single,"Watch movies/listen to music, Take photos/videos, Social media",Microsoft Teams,1-3 hours,Essential,Infinix,Product reviews,3,Difficult return process,Less than 15000,Private company employee
Female,60+,Married,"Take photos/videos, Communication/meetings, Social media","Instagram, YouTube, Facebook Messenger, TikTok",5-6 hours,Highly essential,Oppo,Simplicity,4,Concerns about after-sales service,50001-100000,Business owner
Male,56+,Married,"/, Email, Finance",VSCO,3-5 hours,Somewhat important,Redmi,Simplicity,5,Blurry camera,Less than 15000,Retired
Female,18-25,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Not necessary,Infinix,Camera,2,Outdated system,Less than 15000,Investor
Male,18-25,Working,"Play games, Take photos/videos","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",>5 hours,Essential,Realme,Brand,5,After-sales service issues,20001-30000,Manager
LGBTQ+,33-40,Single,"Play esports, Stream games, Community chat","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",3-5 hours,Somewhat important,Infinix,Ecosystem,1,Limited warranty coverage,Less than 15000,Artist
LGBTQ+,33-40,Single,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Redmi,Battery,4,Dead pixels on screen,Less than 15000,Delivery staff
Male,26-35,Student,"Play games, Streaming, Take photos/videos",SET,>5 hours,Essential,Realme 7 5G,Sensor quality,1,Complex payment process,Less than 15000,Business owner
Female,18-25,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Not necessary,Infinix,Camera,2,Outdated system,Less than 15000,Investor
LGBTQ+,18-25,Working,"Watch movies, Listen to music, Take photos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",>5 hours,Highly essential,Apple,Ecosystem,4,Issues with delivery,Less than 15000,Employee
Male,60+,Married,"Chat with family, Read e-books, Listen to radio","Instagram, YouTube, Spotify, TikTok",1-3 hours,Not necessary,Other,Camera,2,Product is too expensive,Less than 15000,Student
LGBTQ+,56+,Single,"Art photography, Video editing, Upload stories","Instagram, YouTube, TikTok",5-6 hours,Essential,Huawei,Product features,2,Concerns about after-sales service,Less than 15000,Business owner
Male,46-55,Single,"Streaming, Take photos/videos, Edit video","Instagram, Facebook, Facebook Messenger, TikTok, LINE",0-1 hours,Highly essential,Realme,Sensor quality,4,Difficult to compare prices,20001-30000,Online seller
Male,46-55,Working,"Play games, Take photos, Watch movies","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",>5 hours,Highly essential,Redmi,Price,3,Insufficient storage,Less than 15000,Private company employee
LGBTQ+,33-40,Student,"Watch movies/listen to music, Play games, Communication/meetings","Instagram, YouTube, Spotify, Telegram",1-3 hours,Somewhat important,Apple,Price,1,Delivery delays,Less than 15000,Student
Male,26-32,Working,"Play games, Take photos, Watch movies","Instagram, Facebook, Facebook Messenger, TikTok, LINE",0-1 hours,Not necessary,Vivo,Design,3,Payment issues,Less than 15000,Student
LGBTQ+,36-45,Student,"Watch movies/listen to music, Take photos/videos, Communication/meetings","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Highly essential,Huawei,Performance,1,Product is too expensive,Less than 15000,Content creator
LGBTQ+,36-45,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",5-6 hours,Not necessary,Redmi,Reliability,2,Product quality doesn't match ads,Less than 15000,Office worker
