Gender,Age_range,Status,Occupation,Monthly_income,Daily_usage_duration,Smartphone_importance,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Frequent_apps,Top3_smartphone_activities,Current_brand
Male,26-32,Single,Student,More than 50001,0-1 hours,Not necessary,Product feature,1,Unable to inspect product,Telegram,"Product photography, Edit reviews, Online marketplace",Apple
Male,18-25,Married,Business owner,20001-30000,1-3 hours,Necessary,Product feature,3,Concerns about payment security,"Instagram, Facebook, YouTube, Facebook Messenger","Play games, Watch movies, Take photos",Huawei
Male,33-40,Single,Private company employee,15001-20000,3-5 hours,Not necessary,Product feature,1,Unable to inspect product,"Facebook, YouTube, Facebook Messenger, TikTok","Chat with family, Read e-books, Listen to radio",Realme
Female,26-32,Single,Private company employee,20001-30000,,Most necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok, Telegram","Take photos/videos, Watch movies/Listen to music, Online shopping",Xiaomi
Female,60+,Married,Business owner,20001-30000,3-5 hours,Necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok","Play games, Watch movies, Take photos",Huawei
Female,60+,Single,Business owner,20001-30000,3-5 hours,Most necessary,Product feature,2,Warranty or service concerns,"Facebook, Facebook Messenger, Spotify","Online meetings, Schedule management, Email",Huawei
Male,18-25,Single,Private company employee,15001-20000,,Necessary,Product feature,2,Warranty or service concerns,"Instagram, YouTube, Spotify, TikTok","Online meetings, Schedule management, Email",Realme 7 5G
Male,41-50,Single,Private company employee,15001-20000,3-5 hours,Most necessary,Product feature,1,Unable to inspect product,WhatsApp,"Online shopping, Track delivery, Customer chat",Apple
Female,26-32,Single,Student,15001-20000,More than 5 hours,Necessary,Product feature,1,Unable to inspect product,"Instagram, YouTube, Spotify, TikTok","Chat with family, Read e-books, Listen to radio",Realme
Male,60+,Single,Private company employee,15001-20000,0-1 hours,Not necessary,Product feature,5,Unable to inspect product,"Facebook, YouTube, Facebook Messenger, TikTok","Watch movies/listen to music, Play games, Cloud apps",Xiaomi
Female,18-25,Single,Private company employee,15001-20000,3-5 hours,Most necessary,Product feature,3,Unable to inspect product,"Instagram, Facebook, YouTube","Read news, Check stocks, Finance",Apple
Male,26-32,Single,Student,15001-20000,1-3 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, YouTube, Spotify, Telegram","Play esports, Stream games, Community chat",Xiaomi
Female,26-32,Married,Business owner,20001-30000,,Not necessary,Product feature,5,Warranty or service concerns,SET,"Play esports, Stream games, Community chat",Vivo
Female,33-40,Single,Government officer,15001-20000,1-3 hours,Necessary,Product feature,5,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram","Play games, Take photos/videos, Cloud apps",Apple
Male,18-25,Single,Business owner,20001-30000,,Most necessary,Product feature,5,Unable to inspect product,VSCO,"Art photography, Video editing, Upload stories",Vivo
Male,33-40,Married,Business owner,20001-30000,,Necessary,Product feature,3,Warranty or service concerns,"Facebook, YouTube, Facebook Messenger, TikTok","Play games, Streaming, Take photos/videos",Huawei
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,3,Unable to inspect product,VSCO,"Watch movies/listen to music, Play games, Cloud apps",Xiaomi
Male,26-32,Single,Factory worker,20001-30000,,Most necessary,Price,3,Concerns about payment security,"Instagram, Facebook, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Take photos/videos, Communication/meetings",Realme
Male,26-32,Single,Business owner,20001-30000,0-1 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger","Track delivery, Customer chat, Email",Huawei
Female,33-40,Single,Private company employee,20001-30000,3-5 hours,Necessary,Product feature,3,Delivery delay,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X","Product photography, Edit reviews, Online marketplace",Vivo
Female,60+,Single,Private company employee,15001-20000,1-3 hours,Most necessary,Product feature,5,Unable to inspect product,Gmail,"Watch movies/listen to music, Take photos/videos, Social media",Huawei
Female,18-25,Single,Private company employee,15001-20000,,Not necessary,Product feature,1,Unable to inspect product,CapCut,"Track delivery, Customer chat, Email",Realme
Female,33-40,Single,Private company employee,15001-20000,,Not necessary,Product feature,2,Unable to inspect product,"Instagram, YouTube, Facebook Messenger, Spotify, TikTok","Watch movies/listen to music, Communication/meetings, Social media",Huawei
Female,26-32,Single,Private company employee,15001-20000,More than 5 hours,Not necessary,Price,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",Watch movies/listen to music,Realme
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,3,Unable to inspect product,VSCO,"Watch movies/listen to music, Play games, Cloud apps",Xiaomi
Female,33-40,Married,Private company employee,20001-30000,,Most necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram",Watch movies/listen to music,Realme
Female,33-40,Married,Business owner,15001-20000,,Not necessary,Product feature,3,Warranty or service concerns,"Instagram, Facebook, TikTok","Play games, Watch movies, Take photos",Oppo
Female,33-40,Single,Business owner,15001-20000,More than 5 hours,Most necessary,Product feature,1,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Play games, Take photos/videos",Oppo
Female,18-25,Married,Business owner,15001-20000,More than 5 hours,Most necessary,Product feature,4,Warranty or service concerns,SET,"Email, , Finance",Apple
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Not necessary,Product feature,3,Unable to inspect product,VSCO,"Watch movies/listen to music, Play games, Cloud apps",Xiaomi
Male,60+,Single,Business owner,15001-20000,0-1 hours,Not necessary,Product feature,4,Concerns about payment security,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X","Watch movies/listen to music, Play games, Cloud apps",Redmi
Female,33-40,Married,Factory worker,15001-20000,3-5 hours,Most necessary,Product feature,2,Unable to inspect product,"Facebook, Facebook Messenger, Spotify, TikTok","Communication, Take photos, Social media",Oppo
Male,33-40,Single,Business owner,30001-40000,More than 5 hours,Not necessary,Product feature,3,Unable to inspect product,Discord,"Watch movies/listen to music, Play games, Social media",Samsung
Male,60+,Married,Government officer,15001-20000,More than 5 hours,Most necessary,Product feature,3,Unable to inspect product,"Facebook, YouTube, Facebook Messenger, Spotify","Streaming, Take photos/videos, Edit video",Xiaomi
Male,60+,Single,Business owner,15001-20000,More than 5 hours,Not necessary,Product feature,1,Concerns about payment security,"Instagram, YouTube, Facebook Messenger, Spotify, TikTok","Email, , Finance",Oppo
Male,18-25,Single,Private company employee,15001-20000,,Necessary,Product feature,2,Warranty or service concerns,"Instagram, YouTube, Spotify, TikTok","Online meetings, Schedule management, Email",Realme 7 5G
Male,33-40,Single,Private company employee,20001-30000,1-3 hours,Not necessary,Product feature,1,Unable to inspect product,"Instagram, Facebook, YouTube, Spotify, TikTok",Watch movies/listen to music,Apple
Female,33-40,Single,Private company employee,20001-30000,1-3 hours,Not necessary,Product feature,5,Unable to inspect product,"Instagram, Facebook, YouTube, Facebook Messenger, Telegram","Watch movies/listen to music, Take photos/videos, Social media",Huawei
Female,33-40,Single,Private company employee,15001-20000,,Not necessary,Product feature,4,Unable to inspect product,"Facebook, Facebook Messenger, Line","Watch movies, Take photos, Listen to music",Apple
Male,33-40,Single,Business owner,More than 50001,1-3 hours,Necessary,Product feature,4,Unable to inspect product,"Instagram, Facebook, YouTube, TikTok","Play games, Take photos/videos, Cloud apps",Oppo
Male,60+,Married,Private company employee,15001-20000,,Not necessary,Price,4,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok","Watch movies/listen to music, Take photos/videos",Xiaomi
Female,26-32,Single,Student,15001-20000,More than 5 hours,Necessary,Product feature,1,Unable to inspect product,"Instagram, YouTube, Spotify, TikTok","Chat with family, Read e-books, Listen to radio",Realme
Male,26-32,Single,Private company employee,15001-20000,1-3 hours,Necessary,Product feature,1,Concerns about payment security,"YouTube, Facebook Messenger, Discord, Wise","Communication, Take photos, Social media",Oppo
Male,26-32,Single,Student,15001-20000,1-3 hours,Not necessary,Product feature,4,Unable to inspect product,"Instagram, YouTube, Spotify, Telegram","Play esports, Stream games, Community chat",Xiaomi
Male,26-32,Single,Student,More than 50001,0-1 hours,Not necessary,Product feature,1,Unable to inspect product,Telegram,"Product photography, Edit reviews, Online marketplace",Apple
Male,26-32,Single,Student,15001-20000,1-3 hours,Not necessary,Product review,2,Concerns about payment security,Microsoft Teams,"Cloud apps, Communication/meetings, Social media",Vivo
Male,33-40,Single,Private company employee,15001-20000,More than 5 hours,Not necessary,Product feature,3,Warranty or service concerns,"Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram","Play games, Take photos/videos",Xiaomi
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Necessary,Product feature,3,Delivery delay,"Instagram, YouTube, Spotify, TikTok","Product photography, Edit reviews, Online marketplace",Samsung
Male,41-50,Single,Private company employee,15001-20000,More than 5 hours,Most necessary,Price,3,Unable to inspect product,"Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram","Play games, Take photos, Watch movies",Redmi
Female,26-32,Single,Private company employee,15001-20000,,Not necessary,Product feature,4,Concerns about payment security,"Facebook, Facebook Messenger, Spotify","Watch movies/listen to music, Play games",Realme
Male,26-32,Single,Business owner,20001-30000,3-5 hours,Necessary,Product feature,2,Warranty or service concerns,WhatsApp,"Streaming, Take photos/videos, Edit video",Huawei
Female,41-50,Married,Private company employee,15001-20000,More than 5 hours,Necessary,Product feature,3,Concerns about payment security,Gmail,"Streaming, Take photos/videos, Edit video",Xiaomi
Female,18-25,Single,Private company employee,30001-40000,More than 5 hours,Necessary,Product feature,3,Unable to inspect product,"Facebook, Facebook Messenger, Spotify","Play games, Streaming, Take photos/videos",Oppo
Male,41-50,Single,Private company employee,15001-20000,More than 5 hours,Not necessary,Product feature,2,Warranty or service concerns,Microsoft Teams,"Communication/meetings, Social media",Realme
Female,26-32,Single,Student,More than 50001,3-5 hours,Not necessary,Product feature,3,Unable to inspect product,"Instagram, Facebook, Facebook Messenger, TikTok, LINE","Watch movies/listen to music, Play games, Social media",Oppo
Male,18-25,Single,Private company employee,More than 50001,More than 5 hours,Not necessary,Product feature,2,Unable to inspect product,"Instagram, Facebook, YouTube, Spotify, TikTok","Watch movies/listen to music, Play games, Communication/meetings",Samsung
Female,60+,Single,Private company employee,20001-30000,3-5 hours,Not necessary,Product feature,5,Delivery delay,"Facebook, Facebook Messenger, Spotify, TikTok","Online shopping, Track delivery, Customer chat",Huawei
Female,18-25,Single,Business owner,More than 50001,1-3 hours,Necessary,Product feature,1,Warranty or service concerns,CapCut,"Play games, Take photos/videos, Cloud apps",Samsung
Male,33-40,Single,Private company employee,20001-30000,0-1 hours,Necessary,Product feature,4,Unable to inspect product,"Instagram, YouTube, Facebook Messenger, TikTok","Play esports, Stream games, Community chat",Realme
Male,33-40,Married,Private company employee,15001-20000,3-5 hours,Necessary,Product feature,4,Warranty or service concerns,"Instagram, YouTube, TikTok","Play games, Streaming, Take photos/videos",Vivo
Male,41-50,Married,Business owner,15001-20000,0-1 hours,Not necessary,Product feature,1,Unable to inspect product,LINE,"Read news, Check stocks, Finance",Huawei
Male,26-32,Single,Business owner,15001-20000,1-3 hours,Most necessary,Product feature,4,Unable to inspect product,Google Maps,"Communication, Take photos, Social media",Realme 7 5G
Female,41-50,Married,Factory worker,15001-20000,1-3 hours,Most necessary,Product feature,1,Unable to inspect product,"Facebook, TikTok, Line","Watch movies/listen to music, Play games, Take photos",Xiaomi
Female,26-32,Single,Private company employee,15001-20000,0-1 hours,Necessary,Price,1,Concerns about payment security,"Instagram, Facebook, YouTube","Watch movies/listen to music, Play games",Realme
